sound_code,pic_name,слово,sound,sound_trigger,метка_seq1,название категории,,pic_name,№_pic,pic,№_old,pic_code,pic_file,pic_trigger,quest1_a,quest1_a_sound_id,quest1_a_sound,quest1_a_trigger,ans,quest1_b,quest1_b_sound_id,quest1_b_sound,quest1_b_sound_trigger,quest2_b,quest2_b_sound_id,quest2_b_sound,ans,quest2_b_sound_trigger,ac_row,Дистракторы,dis_for_EE,dis_for_FM,Экспл_реал,FM_цель,FM_Экспл_реал,,Тропики,Огород,Тропики_короткие,Ogorod_short,,,,,,,Новые_понятия,,Известные_понятия,,,
1206,Banan,Banan,sound\\Banan.wav,105,10,импл_реал_с_названием,импл_,Banan,_3,Banan_3,,2003,pics\\Banan_3.jpg,200,,163,sound\\Zharenniy_li.wav,801,нет,,0,0,0,,0,0,0,0,2048,pics\\Peper_8.jpg,0,pics\\Peper_8.jpg,,sound\\Tropic,pics\\Tikva_3.jpg,pics\\Tikva,,pics\\Tikva_3.jpg,,,,,,,pics\\Peper_8.jpg,0.671365546,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
1206,Banan,Banan,sound\\Banan.wav,105,10,импл_реал_с_названием,импл_,Banan,_4,Banan_4,,2004,pics\\Banan_4.jpg,200,,164,sound\\Sladriy_li.wav,801,да,,0,0,0,,0,0,0,0,2045,pics\\Peper_5.jpg,0,pics\\Peper_5.jpg,,sound\\Tropic,pics\\Tikva_4.jpg,pics\\Tikva,,pics\\Tikva_4.jpg,,,,,,,pics\\Peper_5.jpg,0.545986915,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
1206,Banan,Banan,sound\\Banan.wav,105,10,импл_реал_с_названием,импл_,Banan,_5,Banan_5,,2005,pics\\Banan_5.jpg,200,,165,sound\\Vlazhniy_li.wav,801,нет,,0,0,0,,0,0,0,0,2164,pics\\Tikva_4.jpg,0,pics\\Tikva_4.jpg,,sound\\Tropic,pics\\Tikva_5.jpg,pics\\Tikva,,pics\\Tikva_5.jpg,,,,,,,pics\\Tikva_4.jpg,0.352650799,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
1206,Banan,Banan,sound\\Banan.wav,105,10,импл_реал_с_названием,импл_,Banan,_6,Banan_6,,2006,pics\\Banan_6.jpg,200,,166,sound\\Syedobniy_li.wav,801,да,,0,0,0,,0,0,0,0,2042,pics\\Peper_2.jpg,0,pics\\Peper_2.jpg,,sound\\Tropic,pics\\Tikva_6.jpg,pics\\Tikva,,pics\\Tikva_6.jpg,,,,,,,pics\\Peper_2.jpg,0.008826795,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
1206,Banan,Banan,sound\\Banan.wav,105,10,импл_реал_с_названием,импл_,Banan,_7,Banan_7,,2007,pics\\Banan_7.jpg,200,,167,sound\\Sireneviy_li.wav,801,нет,,0,0,0,,0,0,0,0,2162,pics\\Tikva_2.jpg,0,pics\\Tikva_2.jpg,,sound\\Tropic,pics\\Tikva_7.jpg,pics\\Tikva,,pics\\Tikva_7.jpg,,,,,,,pics\\Tikva_2.jpg,0.280026531,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
1206,Banan,Banan,sound\\Banan.wav,105,10,импл_реал_с_названием,импл_,Banan,_8,Banan_8,,2008,pics\\Banan_8.jpg,200,,168,sound\\Repchaliy_li.wav,801,нет,,0,0,0,,0,0,0,0,2063,pics\\Tomat_7.jpg,0,pics\\Tomat_7.jpg,,sound\\Tropic,pics\\Tikva_8.jpg,pics\\Tikva,,pics\\Tikva_8.jpg,,,,,,,pics\\Tomat_7.jpg,0.753340763,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
1207,Finik,Date,sound\\Date.wav,106,11,экспл_реал_с_названием,экспл,Finik,_1,Finik_1,,2009,pics\\Finik_1.jpg,201,,0,0,0,0,,289,sound\\Na_ecrane.wav,801,,41,sound\\Korichneviy_li_on.wav,да,804,2216,pics\\dis59.jpg,pics\\dis59.jpg,,pics\\Finik_1.jpg,0,,,,,,,,,,,,0.827473288,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
1207,Finik,Date,sound\\Date.wav,106,11,экспл_реал_с_названием,экспл,Finik,_2,Finik_2,,2010,pics\\Finik_2.jpg,201,,0,0,0,0,,290,sound\\Posmotrite_vot.wav,801,,42,sound\\Saharistiy_li_on.wav,да,804,2213,pics\\dis49.jpg,pics\\dis49.jpg,,pics\\Finik_2.jpg,0,,,,,,,,,,,,0.057354205,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
1207,Finik,Date,sound\\Date.wav,106,11,экспл_реал_с_названием,экспл,Finik,_3,Finik_3,,2011,pics\\Finik_3.jpg,201,,0,0,0,0,,291,sound\\Vot.wav,801,,43,sound\\On_scolzckiy.wav,нет,804,2223,pics\\dis15.jpg,pics\\dis15.jpg,,pics\\Finik_3.jpg,0,,,,,,,,,,,,0.009713234,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
1207,Finik,Date,sound\\Date.wav,106,11,экспл_реал_с_названием,экспл,Finik,_4,Finik_4,,2012,pics\\Finik_4.jpg,201,,0,0,0,0,,292,sound\\Eto.wav,801,,44,sound\\Lomkiy_li_on.wav,нет,804,2180,pics\\dis4.jpg,pics\\dis4.jpg,,pics\\Finik_4.jpg,0,,,,,,,,,,,,0.737684524,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
1207,Finik,Date,sound\\Date.wav,106,11,экспл_реал_с_названием,экспл,Finik,_5,Finik_5,,2013,pics\\Finik_5.jpg,201,,0,0,0,0,,293,sound\\Na_kartinke.wav,801,,45,sound\\Mohnatiy_li_on.wav,нет,804,2178,pics\\dis34.jpg,pics\\dis34.jpg,,pics\\Finik_5.jpg,0,,,,,,,,,,,,0.805195827,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
1207,Finik,Date,sound\\Date.wav,106,11,экспл_реал_с_названием,экспл,Finik,_6,Finik_6,,2014,pics\\Finik_6.jpg,201,,0,0,0,0,,294,sound\\Na_monitore.wav,801,,46,sound\\On_smorshenniy.wav,да,804,2191,pics\\dis26.jpg,pics\\dis26.jpg,,pics\\Finik_6.jpg,0,,,,,,,,,,,,0.401545828,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
1207,Finik,Date,sound\\Date.wav,106,11,экспл_реал_с_названием,экспл,Finik,_7,Finik_7,,2015,pics\\Finik_7.jpg,201,,0,0,0,0,,295,sound\\Pered_vami.wav,801,,47,sound\\On_s_kostochoy.wav,да,804,2222,pics\\dis14.jpg,pics\\dis14.jpg,,pics\\Finik_7.jpg,0,,,,,,,,,,,,0.888430703,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
1207,Finik,Date,sound\\Date.wav,106,11,экспл_реал_с_названием,экспл,Finik,_8,Finik_8,,2016,pics\\Finik_8.jpg,201,,0,0,0,0,,296,sound\\Vi_vidite.wav,801,,48,sound\\On_treugolniy.wav,нет,804,2232,pics\\dis13.jpg,pics\\dis13.jpg,,pics\\Finik_8.jpg,0,,,,,,,,,,,,0.366563704,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Tropicheskiy_plod.wav,,,
300,Goroh,Peas,sound\\Ogorodniy_plod.wav,119,12,импл_реал_без_названия,импл_,Goroh,_1,Goroh_1,,2017,pics\\Goroh_1.jpg,202,,177,sound\\Rihliy_li.wav,801,нет,,0,0,0,,0,0,0,0,2009,pics\\Finik_1.jpg,0,pics\\Finik_1.jpg,,sound\\Ogorod,,,,,,,,,,pics\\Finik_1.jpg,,0.74155948,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Ogorodniy_plod.wav,,,
300,Goroh,Peas,sound\\Ogorodniy_plod.wav,119,12,импл_реал_без_названия,импл_,Goroh,_2,Goroh_2,,2018,pics\\Goroh_2.jpg,202,,178,sound\\V_struchke_li.wav,801,да,,0,0,0,,0,0,0,0,2015,pics\\Finik_7.jpg,0,pics\\Finik_7.jpg,,sound\\Ogorod,,,,,,,,,,pics\\Finik_7.jpg,,0.819216344,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Ogorodniy_plod.wav,,,
300,Goroh,Peas,sound\\Ogorodniy_plod.wav,119,12,импл_реал_без_названия,импл_,Goroh,_3,Goroh_3,,2019,pics\\Goroh_3.jpg,202,,179,sound\\Yadovitiy_li.wav,801,нет,,0,0,0,,0,0,0,0,2159,pics\\Injir_7.jpg,0,pics\\Injir_7.jpg,,sound\\Ogorod,,,,,,,,,,pics\\Injir_7.jpg,,0.695603773,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Ogorodniy_plod.wav,,,
300,Goroh,Peas,sound\\Ogorodniy_plod.wav,119,12,импл_реал_без_названия,импл_,Goroh,_4,Goroh_4,,2020,pics\\Goroh_4.jpg,202,,180,sound\\Polosatiy_li.wav,801,нет,,0,0,0,,0,0,0,0,2158,pics\\Injir_6.jpg,0,pics\\Injir_6.jpg,,sound\\Ogorod,,,,,,,,,,pics\\Injir_6.jpg,,0.109039836,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Ogorodniy_plod.wav,,,
300,Goroh,Peas,sound\\Ogorodniy_plod.wav,119,12,импл_реал_без_названия,импл_,Goroh,_5,Goroh_5,,2021,pics\\Goroh_5.jpg,202,,181,sound\\Ploskiy_li.wav,801,да,,0,0,0,,0,0,0,0,2014,pics\\Finik_6.jpg,0,pics\\Finik_6.jpg,,sound\\Ogorod,,,,,,,,,,pics\\Finik_6.jpg,,0.66446438,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Ogorodniy_plod.wav,,,
300,Goroh,Peas,sound\\Ogorodniy_plod.wav,119,12,импл_реал_без_названия,импл_,Goroh,_6,Goroh_6,,2022,pics\\Goroh_6.jpg,202,,182,sound\\Tolchenniy_li.wav,801,нет,,0,0,0,,0,0,0,0,2029,pics\\Kokos_5.jpg,0,pics\\Kokos_5.jpg,,sound\\Ogorod,,,,,,,,,,pics\\Kokos_5.jpg,,0.180604028,sound\\Noviy_plod.wav,sound\\Redkiy_plod.wav,sound\\Ogorodniy_plod.wav,,,
300,Goroh,Peas,sound\\Ogorodniy_plod.wav,119,12,импл_реал_без_названия,импл_,Goroh,_7,Goroh_7,,2023,pics\\Goroh_7.jpg,202,,183,sound\\Zelenniy_li.wav,801,да,,0,0,0,,0,0,0,0,2030,pics\\Kokos_6.jpg,0,pics\\Kokos_6.jpg,,sound\\Ogorod,,,,,,,,,,pics\\Kokos_6.jpg,,0.732808946,sound\\Noviy_plod.wav,sound\\Noviy_plod.wav,sound\\Ogorodniy_plod.wav,,,
300,Goroh,Peas,sound\\Ogorodniy_plod.wav,119,12,импл_реал_без_названия,импл_,Goroh,_8,Goroh_8,,2024,pics\\Goroh_8.jpg,202,,184,sound\\Legkiy_li.wav,801,да,,0,0,0,,0,0,0,0,2155,pics\\Injir_3.jpg,0,pics\\Injir_3.jpg,,sound\\Ogorod,,,,,,,,,,pics\\Injir_3.jpg,,0.079525197,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,sound\\Ogorodniy_plod.wav,,,
298,Gac,Renan,sound\\Redkiy_plod.wav,117,17,экспл_новые_без_названия,экспл,Gac,_1,Gac_1,,2089,pics\\Gac_1.jpg,211,,0,0,0,0,,289,sound\\Na_ecrane.wav,801,,121,sound\\Ispachkan_li_on.wav,нет,804,2220,pics\\dis16.jpg,pics\\dis16.jpg,,,,pics\\Banan_1.jpg,,,,,,0.268376581,pics\\Redis_5.jpg,,,,0.007245932,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
298,Gac,Renan,sound\\Redkiy_plod.wav,117,17,экспл_новые_без_названия,экспл,Gac,_2,Gac_2,,2090,pics\\Gac_2.jpg,211,,0,0,0,0,,290,sound\\Posmotrite_vot.wav,801,,122,sound\\On_farshirovanniy.wav,нет,804,2169,pics\\dis6.jpg,pics\\dis6.jpg,,,,pics\\Banan_2.jpg,,,,,,0.34913098,pics\\Peper_5.jpg,,,,0.16484806,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
298,Gac,Renan,sound\\Redkiy_plod.wav,117,17,экспл_новые_без_названия,экспл,Gac,_3,Gac_3,,2091,pics\\Gac_3.jpg,211,,0,0,0,0,,291,sound\\Vot.wav,801,,123,sound\\On_razrezanniy.wav,да,804,2204,pics\\dis52.jpg,pics\\dis52.jpg,,,,pics\\Banan_3.jpg,,,,,,0.842616858,pics\\Finik_2.jpg,,,,0.312659999,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
297,Gac,Renan,sound\\Noviy_plod.wav,116,17,экспл_новые_без_названия,экспл,Gac,_4,Gac_4,,2092,pics\\Gac_4.jpg,211,,0,0,0,0,,292,sound\\Eto.wav,801,,124,sound\\On_s_lepestkami.wav,нет,804,2194,pics\\dis55.jpg,pics\\dis55.jpg,,,,pics\\Banan_4.jpg,,,,,,0.340515884,pics\\Peper_7.jpg,,,,0.570563329,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
298,Gac,Renan,sound\\Redkiy_plod.wav,117,17,экспл_новые_без_названия,экспл,Gac,_5,Gac_5,,2093,pics\\Gac_5.jpg,211,,0,0,0,0,,293,sound\\Na_kartinke.wav,801,,125,sound\\Kolyuchiy_li_on.wav,да,804,2212,pics\\dis61.jpg,pics\\dis61.jpg,,,,pics\\Banan_5.jpg,,,,,,0.002041538,pics\\Tomat_8.jpg,,,,0.050906119,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
298,Gac,Renan,sound\\Redkiy_plod.wav,117,17,экспл_новые_без_названия,экспл,Gac,_6,Gac_6,,2094,pics\\Gac_6.jpg,211,,0,0,0,0,,294,sound\\Na_monitore.wav,801,,126,sound\\Oranzheviy_li_on.wav,да,804,2187,pics\\dis1.jpg,pics\\dis1.jpg,,,,pics\\Banan_6.jpg,,,,,,0.410762685,pics\\Peper_1.jpg,,,,0.238764259,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
297,Gac,Renan,sound\\Noviy_plod.wav,116,17,экспл_новые_без_названия,экспл,Gac,_7,Gac_7,,2095,pics\\Gac_7.jpg,211,,0,0,0,0,,295,sound\\Pered_vami.wav,801,,127,sound\\On_zernistiy.wav,нет,804,2225,pics\\dis9.jpg,pics\\dis9.jpg,,,,pics\\Banan_7.jpg,,,,,,0.662216218,pics\\Kokos_2.jpg,,,,0.739566263,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
297,Gac,Renan,sound\\Noviy_plod.wav,116,17,экспл_новые_без_названия,экспл,Gac,_8,Gac_8,,2096,pics\\Gac_8.jpg,211,,0,0,0,0,,296,sound\\Vi_vidite.wav,801,,128,sound\\Okruglya_li_on.wav,да,804,2219,pics\\dis17.jpg,pics\\dis17.jpg,,,,pics\\Banan_8.jpg,,,,,,0.363344506,pics\\Peper_4.jpg,,,,0.668562573,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
1210,Noni,Baroh,sound\\Baroh.wav,109,14,импл_новые_с_названием,импл_,Noni,_1,Noni_1,,2113,pics\\Noni_1.jpg,212,,257,sound\\Beliy_li_vnutri.wav,801,да,,0,0,0,,0,0,0,0,2023,pics\\Goroh_7.jpg,0,pics\\Goroh_7.jpg,,,pics\\Finik_1.jpg,,,,,,0.675109934,pics\\Goroh_7.jpg,,,pics\\Goroh_7.jpg,0.683837941,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
1210,Noni,Baroh,sound\\Baroh.wav,109,14,импл_новые_с_названием,импл_,Noni,_2,Noni_2,,2114,pics\\Noni_2.jpg,212,,258,sound\\Rebristiy_li.wav,801,да,,0,0,0,,0,0,0,0,2002,pics\\Banan_2.jpg,0,pics\\Banan_2.jpg,,,pics\\Finik_2.jpg,,,,,,0.971534828,pics\\Banan_2.jpg,,,pics\\Banan_2.jpg,0.437302142,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
1210,Noni,Baroh,sound\\Baroh.wav,109,14,импл_новые_с_названием,импл_,Noni,_3,Noni_3,,2115,pics\\Noni_3.jpg,212,,259,sound\\Goluboy_li.wav,801,нет,,0,0,0,,0,0,0,0,2039,pics\\Limon_7.jpg,0,pics\\Limon_7.jpg,,,pics\\Finik_3.jpg,,,,,,0.444173485,pics\\Limon_7.jpg,,,pics\\Limon_7.jpg,0.472236407,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
1210,Noni,Baroh,sound\\Baroh.wav,109,14,импл_новые_с_названием,импл_,Noni,_4,Noni_4,,2116,pics\\Noni_4.jpg,212,,260,sound\\S_bugorkami_li.wav,801,да,,0,0,0,,0,0,0,0,2014,pics\\Finik_6.jpg,0,pics\\Finik_6.jpg,,,pics\\Finik_4.jpg,,,,,,0.764033586,pics\\Finik_6.jpg,,,pics\\Finik_6.jpg,0.992599797,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
1210,Noni,Baroh,sound\\Baroh.wav,109,14,импл_новые_с_названием,импл_,Noni,_5,Noni_5,,2117,pics\\Noni_5.jpg,212,,261,sound\\Ovalniy_li.wav,801,да,,0,0,0,,0,0,0,0,2012,pics\\Finik_4.jpg,0,pics\\Finik_4.jpg,,,pics\\Finik_5.jpg,,,,,,0.781570536,pics\\Finik_4.jpg,,,pics\\Finik_4.jpg,0.839811203,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
1210,Noni,Baroh,sound\\Baroh.wav,109,14,импл_новые_с_названием,импл_,Noni,_6,Noni_6,,2118,pics\\Noni_6.jpg,212,,262,sound\\Zhidkiy_li.wav,801,нет,,0,0,0,,0,0,0,0,2008,pics\\Banan_8.jpg,0,pics\\Banan_8.jpg,,,pics\\Finik_6.jpg,,,,,,0.8513249,pics\\Banan_8.jpg,,,pics\\Banan_8.jpg,0.577423321,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
1210,Noni,Baroh,sound\\Baroh.wav,109,14,импл_новые_с_названием,импл_,Noni,_7,Noni_7,,2119,pics\\Noni_7.jpg,212,,263,sound\\Lohmatiy_li.wav,801,нет,,0,0,0,,0,0,0,0,2050,pics\\Redis_2.jpg,0,pics\\Redis_2.jpg,,,pics\\Finik_7.jpg,,,,,,0.307489817,pics\\Redis_2.jpg,,,pics\\Redis_2.jpg,0.242384314,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
1210,Noni,Baroh,sound\\Baroh.wav,109,14,импл_новые_с_названием,импл_,Noni,_8,Noni_8,,2120,pics\\Noni_8.jpg,212,,264,sound\\Zolotistiy_li.wav,801,нет,,0,0,0,,0,0,0,0,2007,pics\\Banan_7.jpg,0,pics\\Banan_7.jpg,,,pics\\Finik_8.jpg,,,,,,0.892508444,pics\\Banan_7.jpg,,,pics\\Banan_7.jpg,0.356530655,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
1211,Sapota,Liroh,sound\\Liroh.wav,110,15,экспл_новые_с_названием,экспл,Sapota,_1,Sapota_1,,2129,pics\\Sapota_1.jpg,213,,0,0,0,0,,289,sound\\Na_ecrane.wav,801,,137,sound\\On_sharoobraxniy.wav,да,804,2226,pics\\dis11.jpg,pics\\dis11.jpg,,,,pics\\Goroh_1.jpg,,,,,,0.589772305,pics\\Kokos_7.jpg,,,,0.10673337,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
1211,Sapota,Liroh,sound\\Liroh.wav,110,15,экспл_новые_с_названием,экспл,Sapota,_2,Sapota_2,,2130,pics\\Sapota_2.jpg,213,,0,0,0,0,,290,sound\\Posmotrite_vot.wav,801,,138,sound\\On_nadrezan.wav,да,804,2181,pics\\dis24.jpg,pics\\dis24.jpg,,,,pics\\Goroh_2.jpg,,,,,,0.688648273,pics\\Goroh_5.jpg,,,,0.587420292,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
1211,Sapota,Liroh,sound\\Liroh.wav,110,15,экспл_новые_с_названием,экспл,Sapota,_3,Sapota_3,,2131,pics\\Sapota_3.jpg,213,,0,0,0,0,,291,sound\\Vot.wav,801,,139,sound\\On_perekruchen.wav,нет,804,2224,pics\\dis29.jpg,pics\\dis29.jpg,,,,pics\\Goroh_3.jpg,,,,,,0.704217882,pics\\Goroh_3.jpg,,,,0.825254327,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
1211,Sapota,Liroh,sound\\Liroh.wav,110,15,экспл_новые_с_названием,экспл,Sapota,_4,Sapota_4,,2132,pics\\Sapota_4.jpg,213,,0,0,0,0,,292,sound\\Eto.wav,801,,140,sound\\Sorvan_li_on.wav,да,804,2209,pics\\dis51.jpg,pics\\dis51.jpg,,,,pics\\Goroh_4.jpg,,,,,,0.460343412,pics\\Limon_6.jpg,,,,0.266664011,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
1211,Sapota,Liroh,sound\\Liroh.wav,110,15,экспл_новые_с_названием,экспл,Sapota,_5,Sapota_5,,2133,pics\\Sapota_5.jpg,213,,0,0,0,0,,293,sound\\Na_kartinke.wav,801,,141,sound\\Spressovan_li_on.wav,нет,804,2221,pics\\dis28.jpg,pics\\dis28.jpg,,,,pics\\Goroh_5.jpg,,,,,,0.430488655,pics\\Limon_8.jpg,,,,0.709806542,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
1211,Sapota,Liroh,sound\\Liroh.wav,110,15,экспл_новые_с_названием,экспл,Sapota,_6,Sapota_6,,2134,pics\\Sapota_6.jpg,213,,0,0,0,0,,294,sound\\Na_monitore.wav,801,,142,sound\\Zheltiy_li_on.wav,нет,804,2202,pics\\dis47.jpg,pics\\dis47.jpg,,,,pics\\Goroh_6.jpg,,,,,,0.05433165,pics\\Tomat_5.jpg,,,,0.144218715,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
1211,Sapota,Liroh,sound\\Liroh.wav,110,15,экспл_новые_с_названием,экспл,Sapota,_7,Sapota_7,,2135,pics\\Sapota_7.jpg,213,,0,0,0,0,,295,sound\\Pered_vami.wav,801,,143,sound\\Rovniy_li_on.wav,да,804,2230,pics\\dis8.jpg,pics\\dis8.jpg,,,,pics\\Goroh_7.jpg,,,,,,0.104411875,pics\\Tomat_2.jpg,,,,0.500743549,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
1211,Sapota,Liroh,sound\\Liroh.wav,110,15,экспл_новые_с_названием,экспл,Sapota,_8,Sapota_8,,2136,pics\\Sapota_8.jpg,213,,0,0,0,0,,296,sound\\Vi_vidite.wav,801,,144,sound\\On_imeet_shipi.wav,нет,804,2214,pics\\dis63.jpg,pics\\dis63.jpg,,,,pics\\Goroh_8.jpg,,,,,,0.6291217,pics\\Kokos_6.jpg,,,,0.679068879,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
297,Tamanid,Fimon,sound\\Noviy_plod.wav,116,16,импл_новые_без_названия,импл_,Tamanid,_1,Tamanid_1,,2137,pics\\Tamanid_1.jpg,214,,273,sound\\Krasnovatiy_li.wav,801,да,,0,0,0,,0,0,0,0,2035,pics\\Limon_3.jpg,0,pics\\Limon_3.jpg,,,pics\\Kokos_1.jpg,,,,,,0.553416896,pics\\Limon_3.jpg,,,pics\\Limon_3.jpg,0.671986562,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
298,Tamanid,Fimon,sound\\Redkiy_plod.wav,117,16,импл_новые_без_названия,импл_,Tamanid,_2,Tamanid_2,,2138,pics\\Tamanid_2.jpg,214,,274,sound\\Izognut_li.wav,801,да,,0,0,0,,0,0,0,0,2006,pics\\Banan_6.jpg,0,pics\\Banan_6.jpg,,,pics\\Kokos_2.jpg,,,,,,0.908703997,pics\\Banan_6.jpg,,,pics\\Banan_6.jpg,0.375787503,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
297,Tamanid,Fimon,sound\\Noviy_plod.wav,116,16,импл_новые_без_названия,импл_,Tamanid,_3,Tamanid_3,,2139,pics\\Tamanid_3.jpg,214,,275,sound\\Barhatistiy_li.wav,801,да,,0,0,0,,0,0,0,0,2003,pics\\Banan_3.jpg,0,pics\\Banan_3.jpg,,,pics\\Kokos_3.jpg,,,,,,0.94524289,pics\\Banan_3.jpg,,,pics\\Banan_3.jpg,0.683668896,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
298,Tamanid,Fimon,sound\\Redkiy_plod.wav,117,16,импл_новые_без_названия,импл_,Tamanid,_4,Tamanid_4,,2140,pics\\Tamanid_4.jpg,214,,276,sound\\Odnotonniy_li.wav,801,нет,,0,0,0,,0,0,0,0,2009,pics\\Finik_1.jpg,0,pics\\Finik_1.jpg,,,pics\\Kokos_4.jpg,,,,,,0.851192373,pics\\Finik_1.jpg,,,pics\\Finik_1.jpg,0.318313288,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
298,Tamanid,Fimon,sound\\Redkiy_plod.wav,117,16,импл_новые_без_названия,импл_,Tamanid,_5,Tamanid_5,,2141,pics\\Tamanid_5.jpg,214,,277,sound\\Prozrachniy_li.wav,801,нет,,0,0,0,,0,0,0,0,2024,pics\\Goroh_8.jpg,0,pics\\Goroh_8.jpg,,,pics\\Kokos_5.jpg,,,,,,0.664250209,pics\\Goroh_8.jpg,,,pics\\Goroh_8.jpg,0.483204575,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
298,Tamanid,Fimon,sound\\Redkiy_plod.wav,117,16,импл_новые_без_названия,импл_,Tamanid,_6,Tamanid_6,,2142,pics\\Tamanid_6.jpg,214,,278,sound\\Izmelchen_li.wav,801,нет,,0,0,0,,0,0,0,0,2054,pics\\Redis_6.jpg,0,pics\\Redis_6.jpg,,,pics\\Kokos_6.jpg,,,,,,0.184857752,pics\\Redis_6.jpg,,,pics\\Redis_6.jpg,0.039917372,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
297,Tamanid,Fimon,sound\\Noviy_plod.wav,116,16,импл_новые_без_названия,импл_,Tamanid,_7,Tamanid_7,,2143,pics\\Tamanid_7.jpg,214,,279,sound\\Cvetushiy_li.wav,801,нет,,0,0,0,,0,0,0,0,2027,pics\\Kokos_3.jpg,0,pics\\Kokos_3.jpg,,,pics\\Kokos_7.jpg,,,,,,0.644354228,pics\\Kokos_3.jpg,,,pics\\Kokos_3.jpg,0.892809968,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
298,Tamanid,Fimon,sound\\Redkiy_plod.wav,117,16,импл_новые_без_названия,импл_,Tamanid,_8,Tamanid_8,,2144,pics\\Tamanid_8.jpg,214,,280,sound\\Skruchen_li.wav,801,да,,0,0,0,,0,0,0,0,2011,pics\\Finik_3.jpg,0,pics\\Finik_3.jpg,,,pics\\Kokos_8.jpg,,,,,,0.821692649,pics\\Finik_3.jpg,,,pics\\Finik_3.jpg,0.233158088,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
