pic_name,sound_code,слово,sound,sound_trigger,метка_seq1,название категории,,pic_name,№_pic,pic,№_old,pic_code,pic_file,pic_trigger,quest1_a,quest1_a_sound_id,quest1_a_sound,quest1_a_trigger,ans,quest1_b,quest1_b_sound_id,quest1_b_sound,quest1_b_sound_trigger,quest2_b,quest2_b_sound_id,quest2_b_sound,ans,quest2_b_sound_trigger,,Дистракторы,dis_for_EE,dis_for_FM,Экспл_реал,FM_цель,FM_Экспл_реал,,Тропики,Огород,Тропики_короткие,Ogorod_short,,,,Тропики,Огород,,Новые_понятия,,Известные_понятия,,,
Gac,1212,Fimon,sound\\Fimon.wav,111,14,импл_новые_с_названием,импл_,Gac,_7,Gac_7,,2095,pics\\Gac_7.jpg,211,,255,sound\\Zernistiy_li.wav,801,нет,,0,0,0,,0,0,0,0,2037,pics\\Limon_5.jpg,0,pics\\Limon_5.jpg,,,pics\\Kokos_7.jpg,,,,,,0.461386402,pics\\Limon_5.jpg,,,pics\\Limon_5.jpg,0.118404122,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Gac,1212,Fimon,sound\\Fimon.wav,111,14,импл_новые_с_названием,импл_,Gac,_8,Gac_8,,2096,pics\\Gac_8.jpg,211,,256,sound\\Okrugliy_li.wav,801,да,,0,0,0,,0,0,0,0,2040,pics\\Limon_8.jpg,0,pics\\Limon_8.jpg,,,pics\\Kokos_8.jpg,,,,,,0.412930699,pics\\Limon_8.jpg,,,pics\\Limon_8.jpg,0.353578682,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Noni,1213,Codis,sound\\Codis.wav,112,15,экспл_новые_с_названием,экспл,Noni,_1,Noni_1,,2113,pics\\Noni_1.jpg,212,,0,0,0,0,,289,sound\\Na_ecrane.wav,801,,129,sound\\On_beliy_vnutri.wav,да,804,2228,pics\\dis38.jpg,pics\\dis38.jpg,pics\\Goroh_4.jpg,,,pics\\Limon_1.jpg,,,,,,0.699134495,pics\\Goroh_4.jpg,,,pics\\Goroh_4.jpg,0.763380653,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Noni,1213,Codis,sound\\Codis.wav,112,15,экспл_новые_с_названием,экспл,Noni,_2,Noni_2,,2114,pics\\Noni_2.jpg,212,,0,0,0,0,,290,sound\\Posmotrite_vot.wav,801,,130,sound\\Rebristiy_li_on.wav,да,804,2189,pics\\dis33.jpg,pics\\dis33.jpg,pics\\Banan_6.jpg,,,pics\\Limon_2.jpg,,,,,,0.93967797,pics\\Banan_6.jpg,,,pics\\Banan_6.jpg,0.699543056,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Noni,1213,Codis,sound\\Codis.wav,112,15,экспл_новые_с_названием,экспл,Noni,_3,Noni_3,,2115,pics\\Noni_3.jpg,212,,0,0,0,0,,291,sound\\Vot.wav,801,,131,sound\\Goluboy_li_on.wav,нет,804,2173,pics\\dis37.jpg,pics\\dis37.jpg,pics\\Kokos_5.jpg,,,pics\\Limon_3.jpg,,,,,,0.571043967,pics\\Kokos_5.jpg,,,pics\\Kokos_5.jpg,0.763910873,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Noni,1213,Codis,sound\\Codis.wav,112,15,экспл_новые_с_названием,экспл,Noni,_4,Noni_4,,2116,pics\\Noni_4.jpg,212,,0,0,0,0,,292,sound\\Eto.wav,801,,132,sound\\On_s_bugorkami.wav,да,804,2211,pics\\dis60.jpg,pics\\dis60.jpg,pics\\Finik_4.jpg,,,pics\\Limon_4.jpg,,,,,,0.82438621,pics\\Finik_4.jpg,,,pics\\Finik_4.jpg,0.647060713,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Noni,1213,Codis,sound\\Codis.wav,112,15,экспл_новые_с_названием,экспл,Noni,_5,Noni_5,,2117,pics\\Noni_5.jpg,212,,0,0,0,0,,293,sound\\Na_kartinke.wav,801,,133,sound\\Ovalniy_li_on.wav,да,804,2229,pics\\dis10.jpg,pics\\dis10.jpg,pics\\Finik_5.jpg,,,pics\\Limon_5.jpg,,,,,,0.81869181,pics\\Finik_5.jpg,,,pics\\Finik_5.jpg,0.034372405,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Noni,1213,Codis,sound\\Codis.wav,112,15,экспл_новые_с_названием,экспл,Noni,_6,Noni_6,,2118,pics\\Noni_6.jpg,212,,0,0,0,0,,294,sound\\Na_monitore.wav,801,,134,sound\\Zhidkiy_li_on.wav,нет,804,2179,pics\\dis20.jpg,pics\\dis20.jpg,pics\\Redis_2.jpg,,,pics\\Limon_6.jpg,,,,,,0.220499534,pics\\Redis_2.jpg,,,pics\\Redis_2.jpg,0.621023066,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Noni,1213,Codis,sound\\Codis.wav,112,15,экспл_новые_с_названием,экспл,Noni,_7,Noni_7,,2119,pics\\Noni_7.jpg,212,,0,0,0,0,,295,sound\\Pered_vami.wav,801,,135,sound\\On_lohmatiy.wav,нет,804,2210,pics\\dis48.jpg,pics\\dis48.jpg,pics\\Kokos_3.jpg,,,pics\\Limon_7.jpg,,,,,,0.615947431,pics\\Kokos_3.jpg,,,pics\\Kokos_3.jpg,0.721076955,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Noni,1213,Codis,sound\\Codis.wav,112,15,экспл_новые_с_названием,экспл,Noni,_8,Noni_8,,2120,pics\\Noni_8.jpg,212,,0,0,0,0,,296,sound\\Vi_vidite.wav,801,,136,sound\\On_zolotistiy.wav,нет,804,2182,pics\\dis30.jpg,pics\\dis30.jpg,pics\\Redis_4.jpg,,,pics\\Limon_8.jpg,,,,,,0.187626017,pics\\Redis_4.jpg,,,pics\\Redis_4.jpg,0.189499608,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Sapota,298,Gonic,sound\\Redkiy_plod.wav,117,16,импл_новые_без_названия,импл_,Sapota,_1,Sapota_1,,2129,pics\\Sapota_1.jpg,213,,265,sound\\Sharoobrazniy_li.wav,801,да,,0,0,0,,0,0,0,0,2039,pics\\Limon_7.jpg,0,pics\\Limon_7.jpg,,,pics\\Peper_1.jpg,,,,,,0.42307252,pics\\Limon_7.jpg,,,pics\\Limon_7.jpg,0.155419969,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Sapota,297,Gonic,sound\\Noviy_plod.wav,116,16,импл_новые_без_названия,импл_,Sapota,_2,Sapota_2,,2130,pics\\Sapota_2.jpg,213,,266,sound\\Nadrezan_li.wav,801,да,,0,0,0,,0,0,0,0,2053,pics\\Redis_5.jpg,0,pics\\Redis_5.jpg,,,pics\\Peper_2.jpg,,,,,,0.182495403,pics\\Redis_5.jpg,,,pics\\Redis_5.jpg,0.702118017,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Sapota,298,Gonic,sound\\Redkiy_plod.wav,117,16,импл_новые_без_названия,импл_,Sapota,_3,Sapota_3,,2131,pics\\Sapota_3.jpg,213,,267,sound\\Perekruchen_li.wav,801,нет,,0,0,0,,0,0,0,0,2003,pics\\Banan_3.jpg,0,pics\\Banan_3.jpg,,,pics\\Peper_3.jpg,,,,,,0.979350069,pics\\Banan_3.jpg,,,pics\\Banan_3.jpg,0.206682533,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Sapota,298,Gonic,sound\\Redkiy_plod.wav,117,16,импл_новые_без_названия,импл_,Sapota,_4,Sapota_4,,2132,pics\\Sapota_4.jpg,213,,268,sound\\Sorvan_li.wav,801,да,,0,0,0,,0,0,0,0,2021,pics\\Goroh_5.jpg,0,pics\\Goroh_5.jpg,,,pics\\Peper_4.jpg,,,,,,0.685766998,pics\\Goroh_5.jpg,,,pics\\Goroh_5.jpg,0.334171187,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Sapota,298,Gonic,sound\\Redkiy_plod.wav,117,16,импл_новые_без_названия,импл_,Sapota,_5,Sapota_5,,2133,pics\\Sapota_5.jpg,213,,269,sound\\Spresovan_li.wav,801,нет,,0,0,0,,0,0,0,0,2001,pics\\Banan_1.jpg,0,pics\\Banan_1.jpg,,,pics\\Peper_5.jpg,,,,,,0.994882142,pics\\Banan_1.jpg,,,pics\\Banan_1.jpg,0.372968216,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Sapota,298,Gonic,sound\\Redkiy_plod.wav,117,16,импл_новые_без_названия,импл_,Sapota,_6,Sapota_6,,2134,pics\\Sapota_6.jpg,213,,270,sound\\Zheltiy_li.wav,801,нет,,0,0,0,,0,0,0,0,2046,pics\\Peper_6.jpg,0,pics\\Peper_6.jpg,,,pics\\Peper_6.jpg,,,,,,0.283709442,pics\\Peper_6.jpg,,,pics\\Peper_6.jpg,0.290419897,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Sapota,297,Gonic,sound\\Noviy_plod.wav,116,16,импл_новые_без_названия,импл_,Sapota,_7,Sapota_7,,2135,pics\\Sapota_7.jpg,213,,271,sound\\Rovniy_li.wav,801,да,,0,0,0,,0,0,0,0,2045,pics\\Peper_5.jpg,0,pics\\Peper_5.jpg,,,pics\\Peper_7.jpg,,,,,,0.305250891,pics\\Peper_5.jpg,,,pics\\Peper_5.jpg,0.533889605,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Sapota,298,Gonic,sound\\Redkiy_plod.wav,117,16,импл_новые_без_названия,импл_,Sapota,_8,Sapota_8,,2136,pics\\Sapota_8.jpg,213,,272,sound\\Imeet_li_shipi.wav,801,нет,,0,0,0,,0,0,0,0,2022,pics\\Goroh_6.jpg,0,pics\\Goroh_6.jpg,,,pics\\Peper_8.jpg,,,,,,0.684062684,pics\\Goroh_6.jpg,,,pics\\Goroh_6.jpg,0.297329121,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Tamanid,297,Todis,sound\\Noviy_plod.wav,116,17,экспл_новые_без_названия,экспл,Tamanid,_1,Tamanid_1,,2137,pics\\Tamanid_1.jpg,214,,0,0,0,0,,289,sound\\Na_ecrane.wav,801,,145,sound\\On_krasnovatiy.wav,да,804,2216,pics\\dis59.jpg,pics\\dis59.jpg,pics\\Peper_2.jpg,,,pics\\Redis_1.jpg,,,,,,0.352432178,pics\\Peper_2.jpg,,,pics\\Peper_2.jpg,0.789538906,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Tamanid,298,Todis,sound\\Redkiy_plod.wav,117,17,экспл_новые_без_названия,экспл,Tamanid,_2,Tamanid_2,,2138,pics\\Tamanid_2.jpg,214,,0,0,0,0,,290,sound\\Posmotrite_vot.wav,801,,146,sound\\Izognut_li_on.wav,да,804,2213,pics\\dis49.jpg,pics\\dis49.jpg,pics\\Banan_4.jpg,,,pics\\Redis_2.jpg,,,,,,0.948632912,pics\\Banan_4.jpg,,,pics\\Banan_4.jpg,0.419906252,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Tamanid,297,Todis,sound\\Noviy_plod.wav,116,17,экспл_новые_без_названия,экспл,Tamanid,_3,Tamanid_3,,2139,pics\\Tamanid_3.jpg,214,,0,0,0,0,,291,sound\\Vot.wav,801,,147,sound\\On_barhatistiy.wav,да,804,2223,pics\\dis15.jpg,pics\\dis15.jpg,pics\\Finik_1.jpg,,,pics\\Redis_3.jpg,,,,,,0.875854075,pics\\Finik_1.jpg,,,pics\\Finik_1.jpg,0.735973675,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Tamanid,298,Todis,sound\\Redkiy_plod.wav,117,17,экспл_новые_без_названия,экспл,Tamanid,_4,Tamanid_4,,2140,pics\\Tamanid_4.jpg,214,,0,0,0,0,,292,sound\\Eto.wav,801,,148,sound\\Odnotonniy_li_on.wav,нет,804,2180,pics\\dis4.jpg,pics\\dis4.jpg,pics\\Redis_7.jpg,,,pics\\Redis_4.jpg,,,,,,0.164392925,pics\\Redis_7.jpg,,,pics\\Redis_7.jpg,0.280322427,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Tamanid,298,Todis,sound\\Redkiy_plod.wav,117,17,экспл_новые_без_названия,экспл,Tamanid,_5,Tamanid_5,,2141,pics\\Tamanid_5.jpg,214,,0,0,0,0,,293,sound\\Na_kartinke.wav,801,,149,sound\\On_prozrachniy.wav,нет,804,2178,pics\\dis34.jpg,pics\\dis34.jpg,pics\\Kokos_2.jpg,,,pics\\Redis_5.jpg,,,,,,0.619344781,pics\\Kokos_2.jpg,,,pics\\Kokos_2.jpg,0.078843394,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
Tamanid,297,Todis,sound\\Noviy_plod.wav,116,17,экспл_новые_без_названия,экспл,Tamanid,_6,Tamanid_6,,2142,pics\\Tamanid_6.jpg,214,,0,0,0,0,,294,sound\\Na_monitore.wav,801,,150,sound\\On_izmelchen.wav,нет,804,2191,pics\\dis26.jpg,pics\\dis26.jpg,pics\\Finik_8.jpg,,,pics\\Redis_6.jpg,,,,,,0.783429504,pics\\Finik_8.jpg,,,pics\\Finik_8.jpg,0.684398168,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Tamanid,297,Todis,sound\\Noviy_plod.wav,116,17,экспл_новые_без_названия,экспл,Tamanid,_7,Tamanid_7,,2143,pics\\Tamanid_7.jpg,214,,0,0,0,0,,295,sound\\Pered_vami.wav,801,,151,sound\\Cvetushiy_li_on.wav,нет,804,2222,pics\\dis14.jpg,pics\\dis14.jpg,pics\\Goroh_1.jpg,,,pics\\Redis_7.jpg,,,,,,0.748901455,pics\\Goroh_1.jpg,,,pics\\Goroh_1.jpg,0.496289458,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
Tamanid,297,Todis,sound\\Noviy_plod.wav,116,17,экспл_новые_без_названия,экспл,Tamanid,_8,Tamanid_8,,2144,pics\\Tamanid_8.jpg,214,,0,0,0,0,,296,sound\\Vi_vidite.wav,801,,152,sound\\Skruchen_li_on.wav,да,804,2232,pics\\dis13.jpg,pics\\dis13.jpg,pics\\Peper_3.jpg,,,pics\\Redis_8.jpg,,,,,,0.343208359,pics\\Peper_3.jpg,,,pics\\Peper_3.jpg,0.846825814,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
ZF,1216,Pemat,sound\\Pemat.wav,115,14,импл_новые_с_названием,импл_,ZF,_1,ZF_1,,2145,pics\\ZF_1.jpg,215,,281,sound\\S_chashuykami_li.wav,801,да,,0,0,0,,0,0,0,0,2023,pics\\Goroh_7.jpg,0,pics\\Goroh_7.jpg,,,pics\\Tomat_1.jpg,,,,,,0.665722309,pics\\Goroh_7.jpg,,,pics\\Goroh_7.jpg,0.251715564,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
ZF,1216,Pemat,sound\\Pemat.wav,115,14,импл_новые_с_названием,импл_,ZF,_2,ZF_2,,2146,pics\\ZF_2.jpg,215,,282,sound\\Rozoviy_li.wav,801,нет,,0,0,0,,0,0,0,0,2011,pics\\Finik_3.jpg,0,pics\\Finik_3.jpg,,,pics\\Tomat_2.jpg,,,,,,0.844573805,pics\\Finik_3.jpg,,,pics\\Finik_3.jpg,0.37197505,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
ZF,1216,Pemat,sound\\Pemat.wav,115,14,импл_новые_с_названием,импл_,ZF,_3,ZF_3,,2147,pics\\ZF_3.jpg,215,,283,sound\\Tonkiy_li.wav,801,нет,,0,0,0,,0,0,0,0,2018,pics\\Goroh_2.jpg,0,pics\\Goroh_2.jpg,,,pics\\Tomat_3.jpg,,,,,,0.726960071,pics\\Goroh_2.jpg,,,pics\\Goroh_2.jpg,0.010466628,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
ZF,1216,Pemat,sound\\Pemat.wav,115,14,импл_новые_с_названием,импл_,ZF,_4,ZF_4,,2148,pics\\ZF_4.jpg,215,,284,sound\\Celniy_li.wav,801,нет,,0,0,0,,0,0,0,0,2064,pics\\Tomat_8.jpg,0,pics\\Tomat_8.jpg,,,pics\\Tomat_4.jpg,,,,,,0.044848651,pics\\Tomat_8.jpg,,,pics\\Tomat_8.jpg,0.034489114,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
ZF,1216,Pemat,sound\\Pemat.wav,115,14,импл_новые_с_названием,импл_,ZF,_5,ZF_5,,2149,pics\\ZF_5.jpg,215,,285,sound\\Shershaviy_li.wav,801,да,,0,0,0,,0,0,0,0,2002,pics\\Banan_2.jpg,0,pics\\Banan_2.jpg,,,pics\\Tomat_5.jpg,,,,,,0.983379952,pics\\Banan_2.jpg,,,pics\\Banan_2.jpg,0.936660041,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
ZF,1216,Pemat,sound\\Pemat.wav,115,14,импл_новые_с_названием,импл_,ZF,_6,ZF_6,,2150,pics\\ZF_6.jpg,215,,286,sound\\Zaostryen_li.wav,801,да,,0,0,0,,0,0,0,0,2031,pics\\Kokos_7.jpg,0,pics\\Kokos_7.jpg,,,pics\\Tomat_6.jpg,,,,,,0.519476921,pics\\Kokos_7.jpg,,,pics\\Kokos_7.jpg,0.822680377,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
ZF,1216,Pemat,sound\\Pemat.wav,115,14,импл_новые_с_названием,импл_,ZF,_7,ZF_7,,2151,pics\\ZF_7.jpg,215,,287,sound\\Rassipchatiy_li.wav,801,нет,,0,0,0,,0,0,0,0,2007,pics\\Banan_7.jpg,0,pics\\Banan_7.jpg,,,pics\\Tomat_7.jpg,,,,,,0.917816804,pics\\Banan_7.jpg,,,pics\\Banan_7.jpg,0.868286666,sound\\Redkiy_plod.wav,sound\\Noviy_plod.wav,,,,
ZF,1216,Pemat,sound\\Pemat.wav,115,14,импл_новые_с_названием,импл_,ZF,_8,ZF_8,,2152,pics\\ZF_8.jpg,215,,288,sound\\Ochishen_li.wav,801,да,,0,0,0,,0,0,0,0,2063,pics\\Tomat_7.jpg,0,pics\\Tomat_7.jpg,,,pics\\Tomat_8.jpg,,,,,,0.085825746,pics\\Tomat_7.jpg,,,pics\\Tomat_7.jpg,0.338955323,sound\\Redkiy_plod.wav,sound\\Redkiy_plod.wav,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
